cancer,edin,is_tumor
ACC,75.94999999999999,True
BLCA,51.72,True
BLCA,31.580000000000002,False
BRCA,72.98,True
BRCA,88.5,False
CESC,42.16,True
CESC,100.0,False
CHOL,47.22,True
CHOL,100.0,False
COAD,68.93,True
COAD,68.28999999999999,False
DLBC,72.92,True
ESCA,37.04,True
ESCA,27.27,False
GBM,67.86,True
GBM,100.0,False
HNSC,27.400000000000002,True
HNSC,40.910000000000004,False
KICH,98.46000000000001,True
KICH,100.0,False
KIRC,85.79,True
KIRC,98.61,False
KIRP,85.81,True
KIRP,96.88,False
LAML,1.32,True
LGG,76.18,True
LIHC,79.67999999999999,True
LIHC,98.0,False
LUAD,56.36,True
LUAD,50.849999999999994,False
LUSC,35.07,True
LUSC,79.59,False
MESO,61.629999999999995,True
OV,50.92,True
PAAD,48.88,True
PAAD,50.0,False
PCPG,84.15,True
PCPG,100.0,False
PRAD,98.0,True
PRAD,98.08,False
READ,67.39,True
READ,50.0,False
SARC,33.46,True
SARC,50.0,False
SKCM,81.74,True
SKCM,100.0,False
STAD,20.53,True
STAD,9.379999999999999,False
TGCT,18.59,True
THCA,93.71000000000001,True
THCA,94.83,False
THYM,52.94,True
THYM,50.0,False
UCEC,38.14,True
UCEC,51.43,False
UCS,55.36,True
UVM,66.25,True
ACC,5.06,True
BLCA,2.21,True
BRCA,4.17,True
BRCA,0.88,False
CESC,2.29,True
CHOL,2.78,True
COAD,1.43,True
ESCA,8.64,True
ESCA,9.09,False
GBM,4.17,True
GBM,20.0,False
HNSC,1.2,True
KICH,1.54,True
KICH,8.33,False
KIRC,1.5,True
KIRC,1.39,False
KIRP,1.38,True
KIRP,0.0,False
LGG,3.2099999999999995,True
LIHC,0.53,True
LUAD,4.36,True
LUAD,1.69,False
LUSC,3.01,True
LUSC,6.12,False
MESO,2.33,True
OV,7.39,True
PAAD,0.5599999999999999,True
PCPG,2.73,True
PRAD,3.2,True
SARC,1.9,True
SKCM,2.12,True
STAD,5.07,True
THCA,2.75,True
