cancer,edin,is_tumor
ACC,75.94999999999999,True
BLCA,52.449999999999996,True
BLCA,36.84,False
BRCA,73.25,True
BRCA,89.38000000000001,False
CESC,42.480000000000004,True
CESC,100.0,False
CHOL,47.22,True
CHOL,100.0,False
COAD,69.28999999999999,True
COAD,68.28999999999999,False
DLBC,72.92,True
ESCA,37.04,True
ESCA,27.27,False
GBM,67.86,True
GBM,100.0,False
HNSC,27.6,True
HNSC,40.910000000000004,False
KICH,98.46000000000001,True
KICH,100.0,False
KIRC,85.79,True
KIRC,98.61,False
KIRP,87.2,True
KIRP,96.88,False
LAML,1.32,True
LGG,76.18,True
LIHC,80.21000000000001,True
LIHC,98.0,False
LUAD,56.93,True
LUAD,50.849999999999994,False
LUSC,35.27,True
LUSC,81.63,False
MESO,61.629999999999995,True
OV,50.92,True
PAAD,48.88,True
PAAD,50.0,False
PCPG,84.15,True
PCPG,100.0,False
PRAD,98.8,True
PRAD,98.08,False
READ,69.57,True
READ,50.0,False
SARC,33.46,True
SARC,50.0,False
SKCM,82.17,True
SKCM,100.0,False
STAD,20.53,True
STAD,12.5,False
TGCT,18.59,True
THCA,95.87,True
THCA,98.28,False
THYM,52.94,True
THYM,50.0,False
UCEC,38.14,True
UCEC,54.290000000000006,False
UCS,55.36,True
UVM,66.25,True
ACC,6.329999999999999,True
BLCA,2.7,True
BRCA,5.26,True
BRCA,0.88,False
CESC,4.9,True
CHOL,2.78,True
COAD,1.43,True
ESCA,14.81,True
ESCA,9.09,False
GBM,14.29,True
GBM,20.0,False
HNSC,1.7999999999999998,True
KICH,1.54,True
KICH,8.33,False
KIRC,1.68,True
KIRC,1.39,False
KIRP,1.73,True
KIRP,3.1199999999999997,False
LGG,3.2099999999999995,True
LIHC,0.53,True
LUAD,5.5,True
LUAD,1.69,False
LUSC,3.81,True
LUSC,10.2,False
MESO,2.33,True
OV,13.719999999999999,True
PAAD,0.5599999999999999,True
PCPG,3.2800000000000002,True
PRAD,3.2,True
SARC,4.18,True
SKCM,2.76,True
STAD,6.4,True
THCA,2.75,True
THCA,3.45,False
THYM,0.84,True
UVM,1.25,True
BLCA,0.25,True
BRCA,1.09,True
CESC,0.98,True
ESCA,0.62,True
HNSC,0.4,True
LUAD,4.74,True
LUAD,1.69,False
LUSC,0.6,True
LUSC,4.08,False
PRAD,3.5999999999999996,True
PRAD,1.92,False
SARC,0.38,True
ACC,2.53,True
BLCA,1.47,True
BRCA,2.81,True
CESC,0.33,True
ESCA,3.09,True
ESCA,9.09,False
GBM,5.949999999999999,True
KICH,3.08,True
KICH,8.33,False
KIRC,3.74,True
KIRP,1.73,True
KIRP,6.25,False
LAML,0.66,True
LGG,2.27,True
LIHC,2.41,True
LUAD,4.17,True
LUSC,1.2,True
OV,0.79,True
PAAD,0.5599999999999999,True
PCPG,13.11,True
PCPG,33.33,False
PRAD,9.2,True
PRAD,7.6899999999999995,False
SARC,0.76,True
SKCM,5.1,True
SKCM,100.0,False
STAD,1.0699999999999998,True
STAD,3.1199999999999997,False
TGCT,0.64,True
THCA,2.75,True
THCA,5.17,False
THYM,1.68,True
UCEC,0.36,True
ACC,100.0,True
BLCA,99.51,True
BLCA,100.0,False
BRCA,100.08999999999999,True
BRCA,100.0,False
CESC,99.67,True
CESC,100.0,False
CHOL,100.0,True
CHOL,100.0,False
COAD,100.36,True
COAD,100.0,False
DLBC,100.0,True
ESCA,100.0,True
ESCA,100.0,False
GBM,100.0,True
GBM,100.0,False
HNSC,99.6,True
HNSC,100.0,False
KICH,98.46000000000001,True
KICH,100.0,False
KIRC,100.0,True
KIRC,100.0,False
KIRP,100.0,True
KIRP,100.0,False
LAML,98.00999999999999,True
LGG,100.19,True
LIHC,100.0,True
LIHC,100.0,False
LUAD,99.81,True
LUAD,100.0,False
LUSC,100.0,True
LUSC,100.0,False
MESO,95.35,True
