cancer,edin,is_tumor
ACC,0.0886,True
BLCA,0.0343,True
BRCA,0.0127,True
BRCA,0.0265,False
CESC,0.0065,True
CHOL,0.0278,True
COAD,0.0071,True
DLBC,0.0208,True
HNSC,0.006,True
KICH,0.0154,True
KICH,0.0833,False
KIRC,0.015,True
KIRP,0.0104,True
KIRP,0.0312,False
LGG,0.0019,True
LIHC,0.016,True
LUAD,0.0095,True
LUSC,0.012,True
LUSC,0.0204,False
MESO,0.0116,True
OV,0.0317,True
PAAD,0.0056,True
PCPG,0.0055,True
PRAD,0.044,True
PRAD,0.0577,False
SARC,0.0228,True
SKCM,0.0552,True
STAD,0.0133,True
TGCT,0.0064,True
THCA,0.0157,True
THCA,0.0172,False
THYM,0.0168,True
UCEC,0.0237,True
UCS,0.0179,True
UVM,0.0125,True
ACC,0.4557,True
BLCA,0.3382,True
BLCA,0.2105,False
BRCA,0.1233,True
BRCA,0.0177,False
CESC,0.2353,True
CHOL,0.1389,True
COAD,0.1571,True
COAD,0.0244,False
DLBC,0.4583,True
ESCA,0.0062,True
GBM,0.2262,True
HNSC,0.096,True
HNSC,0.0455,False
KICH,0.0462,True
KICH,0.2083,False
KIRC,0.0692,True
KIRP,0.1799,True
KIRP,0.3125,False
LAML,0.0066,True
LGG,0.0189,True
LIHC,0.1818,True
LUAD,0.1499,True
LUSC,0.1423,True
LUSC,0.0204,False
MESO,0.0581,True
OV,0.2639,True
PAAD,0.1011,True
PCPG,0.1475,True
PRAD,0.404,True
PRAD,0.2308,False
READ,0.1739,True
READ,0.1,False
SARC,0.1369,True
SKCM,0.518,True
STAD,0.0773,True
STAD,0.0312,False
TGCT,0.1154,True
THCA,0.3026,True
THCA,0.2069,False
THYM,0.1513,True
UCEC,0.6241,True
UCEC,0.1429,False
UCS,0.6964,True
UVM,0.0625,True
BLCA,0.027,True
BRCA,0.1342,True
BRCA,0.0265,False
CESC,0.0588,True
CHOL,0.0556,True
COAD,0.025,True
ESCA,0.3395,True
GBM,0.0655,True
HNSC,0.014,True
KICH,0.0154,True
KIRC,0.0224,True
KIRP,0.0104,True
LGG,0.0113,True
LIHC,0.0027,True
LUAD,0.0285,True
LUSC,0.0521,True
MESO,0.0116,True
OV,0.1794,True
PRAD,0.002,True
READ,0.0109,True
SARC,0.0038,True
SKCM,0.0594,True
STAD,0.1813,True
TGCT,0.1026,True
THCA,0.0118,True
UCEC,0.0164,True
UCS,0.0536,True
BLCA,0.0025,True
BRCA,0.0027,True
BRCA,0.0088,False
COAD,0.0244,False
HNSC,0.006,True
