cancer,edin,is_tumor
BLCA,0.25,True
BRCA,0.18,True
BRCA,1.77,False
ESCA,1.8499999999999999,True
GBM,0.6,True
HNSC,0.2,True
KIRC,0.19,True
LGG,0.19,True
LUSC,0.4,True
OV,0.53,True
PCPG,0.5499999999999999,True
SARC,0.38,True
SKCM,0.21,True
UCEC,0.18,True
ACC,2.53,True
BLCA,0.49,True
BRCA,0.54,True
CESC,0.33,True
COAD,0.36,True
GBM,0.6,True
KIRC,0.9299999999999999,True
KIRP,0.69,True
KIRP,6.25,False
LIHC,0.8,True
LUSC,0.4,True
LUSC,2.04,False
OV,0.79,True
PAAD,0.5599999999999999,True
PCPG,1.09,True
PRAD,0.6,True
SARC,1.52,True
SKCM,0.42,True
TGCT,0.64,True
THYM,1.68,True
UCEC,0.36,True
ACC,1.27,True
BLCA,3.4299999999999997,True
BRCA,4.44,True
BRCA,5.3100000000000005,False
CESC,1.63,True
COAD,0.7100000000000001,True
COAD,4.88,False
ESCA,4.32,True
ESCA,18.18,False
GBM,0.6,True
HNSC,1.6,True
KICH,8.33,False
KIRC,5.42,True
KIRC,5.56,False
KIRP,2.08,True
KIRP,9.379999999999999,False
LGG,4.16,True
LIHC,1.34,True
LUAD,2.85,True
LUAD,3.39,False
LUSC,2.0,True
LUSC,4.08,False
OV,6.069999999999999,True
PAAD,3.37,True
PCPG,7.6499999999999995,True
PCPG,33.33,False
PRAD,4.2,True
PRAD,5.7700000000000005,False
READ,3.26,True
SARC,6.08,True
SKCM,4.67,True
STAD,3.47,True
TGCT,2.56,True
THCA,9.629999999999999,True
THYM,2.52,True
UCEC,1.6400000000000001,True
UCEC,2.86,False
UCS,10.71,True
UVM,7.5,True
BLCA,2.7,True
BLCA,15.790000000000001,False
BRCA,2.9000000000000004,True
BRCA,9.73,False
CESC,1.31,True
COAD,2.86,True
COAD,2.44,False
ESCA,7.41,True
ESCA,9.09,False
GBM,10.71,True
HNSC,1.4000000000000001,True
KICH,12.5,False
KIRC,8.219999999999999,True
KIRC,6.94,False
KIRP,1.04,True
KIRP,6.25,False
LAML,1.9900000000000002,True
LGG,30.43,True
LIHC,2.1399999999999997,True
LUAD,5.88,True
LUAD,16.950000000000003,False
LUSC,3.81,True
LUSC,8.16,False
MESO,2.33,True
OV,8.97,True
PAAD,3.93,True
PCPG,10.93,True
PRAD,4.8,True
PRAD,17.31,False
READ,4.35,True
READ,10.0,False
SARC,2.6599999999999997,True
SKCM,7.01,True
STAD,7.470000000000001,True
STAD,6.25,False
TGCT,3.2099999999999995,True
THCA,7.86,True
THCA,20.69,False
THYM,1.68,True
UCEC,1.82,True
UCEC,5.71,False
UVM,5.0,True
BLCA,2.7,True
BLCA,5.26,False
BRCA,5.17,True
BRCA,4.42,False
CESC,2.94,True
CHOL,2.78,True
COAD,3.2099999999999995,True
COAD,2.44,False
ESCA,3.09,True
ESCA,9.09,False
GBM,3.5700000000000003,True
GBM,inf,False
HNSC,4.2,True
HNSC,2.27,False
KICH,4.62,True
KICH,8.33,False
KIRC,4.67,True
KIRC,5.56,False
KIRP,2.77,True
KIRP,6.25,False
LAML,1.32,True
LGG,5.48,True
LIHC,0.53,True
LIHC,2.0,False
LUAD,3.42,True
LUAD,1.69,False
LUSC,5.81,True
MESO,3.49,True
OV,5.54,True
PAAD,2.81,True
PCPG,2.19,True
PRAD,3.8,True
PRAD,7.6899999999999995,False
READ,2.17,True
SARC,1.9,True
SKCM,3.18,True
STAD,3.2,True
TGCT,4.49,True
THCA,3.34,True
THYM,1.68,True
UCEC,2.55,True
UCS,8.93,True
BLCA,0.25,True
CHOL,66.67,False
KICH,3.08,True
KIRC,0.19,True
LIHC,35.03,True
LIHC,80.0,False
STAD,1.6,True
STAD,3.1199999999999997,False
ACC,1.27,True
BLCA,0.49,True
BRCA,0.91,True
CESC,0.33,True
COAD,0.36,True
COAD,2.44,False
GBM,1.79,True
HNSC,0.4,True
KICH,1.54,True
KIRC,0.75,True
KIRP,0.35000000000000003,True
LGG,1.51,True
LIHC,0.27,True
LUAD,0.76,True
LUAD,1.69,False
OV,0.53,True
PAAD,0.5599999999999999,True
PCPG,1.09,True
PRAD,0.4,True
SARC,0.38,True
SARC,50.0,False
SKCM,0.42,True
STAD,0.27,True
TGCT,0.64,True
THCA,0.59,True
THYM,0.84,True
UCEC,0.18,True
ACC,13.919999999999998,True
BLCA,0.25,True
BRCA,0.91,True
BRCA,0.88,False
GBM,0.6,True
HNSC,0.4,True
HNSC,2.27,False
KICH,3.08,True
LGG,0.5700000000000001,True
LIHC,0.27,True
LUSC,2.04,False
OV,1.58,True
PRAD,3.2,True
SARC,5.7,True
SKCM,3.61,True
STAD,1.0699999999999998,True
THCA,2.75,True
UCEC,0.18,True
UCEC,5.71,False
UCS,1.79,True
UVM,1.25,True
BRCA,0.44999999999999996,True
CESC,0.33,True
COAD,0.36,True
ESCA,4.9399999999999995,True
ESCA,9.09,False
HNSC,0.4,True
KIRC,0.75,True
LGG,0.19,True
LUAD,1.9,True
LUSC,0.6,True
OV,2.37,True
PRAD,0.4,True
SKCM,0.21,True
STAD,1.0699999999999998,True
TGCT,0.64,True
ACC,2.53,True
BLCA,7.35,True
BLCA,5.26,False
BRCA,30.28,True
BRCA,11.5,False
CESC,14.71,True
COAD,3.93,True
COAD,2.44,False
DLBC,33.33,True
ESCA,31.480000000000004,True
ESCA,9.09,False
GBM,7.140000000000001,True
HNSC,6.0,True
KICH,4.62,True
KICH,20.830000000000002,False
KIRC,13.83,True
KIRC,11.110000000000001,False
KIRP,1.73,True
KIRP,3.1199999999999997,False
LAML,5.96,True
LGG,2.46,True
LIHC,2.1399999999999997,True
LUAD,10.440000000000001,True
LUSC,8.219999999999999,True
LUSC,16.33,False
MESO,5.81,True
OV,21.64,True
PAAD,6.18,True
PCPG,1.6400000000000001,True
PRAD,2.8000000000000003,True
PRAD,1.92,False
READ,6.52,True
READ,10.0,False
SARC,7.22,True
SKCM,7.01,True
SKCM,100.0,False
STAD,20.53,True
STAD,3.1199999999999997,False
TGCT,28.21,True
THCA,5.11,True
THCA,10.34,False
THYM,31.929999999999996,True
THYM,50.0,False
UCEC,2.74,True
UCS,5.36,True
ACC,5.06,True
BLCA,1.47,True
BLCA,5.26,False
BRCA,6.260000000000001,True
