cancer,edin,is_tumor
ACC,64.56,True
BLCA,2.45,True
CHOL,8.33,True
CHOL,66.67,False
COAD,2.44,False
ESCA,0.62,True
KICH,1.54,True
LIHC,55.08,True
LIHC,84.0,False
PCPG,0.5499999999999999,True
PCPG,66.67,False
STAD,1.0699999999999998,True
STAD,9.379999999999999,False
ACC,1.27,True
BLCA,2.7,True
BRCA,2.36,True
BRCA,5.3100000000000005,False
CESC,1.31,True
CHOL,2.78,True
COAD,2.5,True
ESCA,3.6999999999999997,True
ESCA,9.09,False
GBM,2.3800000000000003,True
HNSC,1.2,True
KICH,7.6899999999999995,True
KIRC,3.74,True
KIRC,1.39,False
KIRP,4.15,True
KIRP,6.25,False
LGG,2.08,True
LIHC,2.67,True
LUAD,1.71,True
LUSC,2.4,True
LUSC,6.12,False
MESO,2.33,True
OV,3.6900000000000004,True
PAAD,2.25,True
PCPG,3.83,True
PRAD,2.4,True
PRAD,5.7700000000000005,False
READ,3.26,True
SARC,2.6599999999999997,True
SKCM,1.06,True
STAD,2.67,True
TGCT,0.64,True
THCA,3.1399999999999997,True
THCA,6.9,False
THYM,3.36,True
UCEC,0.36,True
UCEC,8.57,False
UCS,3.5700000000000003,True
ESCA,1.23,True
OV,2.11,True
PAAD,0.5599999999999999,True
SKCM,0.21,True
STAD,0.27,True
TGCT,0.64,True
THYM,1.68,True
UVM,1.25,True
ACC,6.329999999999999,True
BLCA,5.1499999999999995,True
BLCA,5.26,False
BRCA,5.800000000000001,True
BRCA,2.65,False
CESC,8.17,True
CESC,33.33,False
CHOL,2.78,True
COAD,1.79,True
ESCA,16.669999999999998,True
ESCA,9.09,False
GBM,8.33,True
HNSC,5.6000000000000005,True
HNSC,4.55,False
KICH,4.62,True
KIRC,4.67,True
KIRC,4.17,False
KIRP,4.5,True
LAML,0.66,True
LGG,3.2099999999999995,True
LIHC,2.41,True
LIHC,4.0,False
LUAD,3.42,True
LUAD,3.39,False
LUSC,4.21,True
LUSC,4.08,False
MESO,2.33,True
OV,13.19,True
PAAD,5.62,True
PCPG,6.01,True
PRAD,3.8,True
PRAD,9.62,False
READ,3.26,True
SARC,6.460000000000001,True
SARC,50.0,False
SKCM,5.52,True
STAD,14.13,True
STAD,9.379999999999999,False
TGCT,5.7700000000000005,True
THCA,3.73,True
THCA,3.45,False
THYM,4.2,True
UCEC,2.55,True
UCEC,2.86,False
UCS,3.5700000000000003,True
BLCA,0.25,True
BRCA,0.44999999999999996,True
CESC,0.33,True
ESCA,0.62,True
GBM,2.98,True
KICH,4.17,False
LGG,2.08,True
LIHC,0.27,True
LIHC,2.0,False
LUAD,0.76,True
LUAD,1.69,False
LUSC,0.2,True
OV,1.58,True
PRAD,0.6,True
SARC,0.38,True
SKCM,0.21,True
